ch_index	index	x	y
26	16	-0.182645	0.983179
26	33	-0.874885	-0.48433
26	14	0.490951	0.871187
26	15	-0.898197	-0.439593
26	5	-0.899859	-0.436181
26	12	0.162934	-0.986637
26	25	0.0379884	-0.999278
26	9	0.828785	-0.559567
26	28	-0.0495759	0.99877
26	4	-0.98968	0.143298
26	13	0.991194	0.132421
26	23	0.34881	0.937194
26	22	0.105631	0.994405
26	26	-0.991421	0.130705
26	32	-0.742544	-0.669797
26	31	-0.861008	-0.508592
26	20	0.918643	0.395088
26	2	-0.127518	-0.991836
26	0	0.717473	0.696586
27	0	0.717473	0.696586
27	16	-0.182645	0.983179
27	20	0.918643	0.395088
27	31	-0.861008	-0.508592
27	14	0.490951	0.871187
27	11	0.517489	-0.85569
27	18	0.994097	0.108496
27	6	-0.278816	-0.960344
27	27	-0.99935	0.0360596
27	1	0.482205	0.876058
27	10	-0.69137	0.722501
27	30	-0.98434	0.176281
27	12	0.162934	-0.986637
27	13	0.991194	0.132421
27	26	-0.991421	0.130705
27	15	-0.898197	-0.439593
27	2	-0.127518	-0.991836
27	17	-0.958776	-0.284163
27	23	0.34881	0.937194
27	7	0.857503	0.514478
27	33	-0.874885	-0.48433
27	22	0.105631	0.994405
27	3	-0.488159	0.872755
27	19	-0.866511	-0.499159
27	5	-0.899859	-0.436181
27	25	0.0379884	-0.999278
27	24	-0.999094	0.0425475
27	29	0.067379	0.997727
27	9	0.828785	-0.559567
27	21	0.029236	-0.999573
27	4	-0.98968	0.143298
27	8	-0.556778	-0.830661
27	32	-0.742544	-0.669797
27	28	-0.0495759	0.99877
27	0	0.717473	0.696586
28	0	0.717473	0.696586
28	8	-0.556778	-0.830661
28	29	0.067379	0.997727
28	7	0.857503	0.514478
28	4	-0.98968	0.143298
28	6	-0.278816	-0.960344
28	24	-0.999094	0.0425475
28	13	0.991194	0.132421
28	19	-0.866511	-0.499159
28	15	-0.898197	-0.439593
28	10	-0.69137	0.722501
28	27	-0.99935	0.0360596
28	23	0.34881	0.937194
28	32	-0.742544	-0.669797
28	33	-0.874885	-0.48433
28	12	0.162934	-0.986637
28	18	0.994097	0.108496
28	17	-0.958776	-0.284163
28	26	-0.991421	0.130705
28	3	-0.488159	0.872755
28	31	-0.861008	-0.508592
28	25	0.0379884	-0.999278
28	2	-0.127518	-0.991836
28	5	-0.899859	-0.436181
28	20	0.918643	0.395088
28	16	-0.182645	0.983179
28	1	0.482205	0.876058
28	11	0.517489	-0.85569
28	28	-0.0495759	0.99877
28	22	0.105631	0.994405
28	30	-0.98434	0.176281
28	21	0.029236	-0.999573
28	9	0.828785	-0.559567
28	14	0.490951	0.871187
28	0	0.717473	0.696586
29	0	0.717473	0.696586
29	8	-0.556778	-0.830661
29	15	-0.898197	-0.439593
29	3	-0.488159	0.872755
29	19	-0.866511	-0.499159
29	5	-0.899859	-0.436181
29	6	-0.278816	-0.960344
29	7	0.857503	0.514478
29	24	-0.999094	0.0425475
29	9	0.828785	-0.559567
29	14	0.490951	0.871187
29	11	0.517489	-0.85569
29	33	-0.874885	-0.48433
29	2	-0.127518	-0.991836
29	4	-0.98968	0.143298
29	31	-0.861008	-0.508592
29	16	-0.182645	0.983179
29	29	0.067379	0.997727
29	25	0.0379884	-0.999278
29	26	-0.991421	0.130705
29	20	0.918643	0.395088
29	1	0.482205	0.876058
29	32	-0.742544	-0.669797
29	23	0.34881	0.937194
29	10	-0.69137	0.722501
29	28	-0.0495759	0.99877
29	18	0.994097	0.108496
29	27	-0.99935	0.0360596
29	13	0.991194	0.132421
29	21	0.029236	-0.999573
29	17	-0.958776	-0.284163
29	12	0.162934	-0.986637
29	30	-0.98434	0.176281
29	22	0.105631	0.994405
29	0	0.717473	0.696586
30	0	0.717473	0.696586
30	7	0.857503	0.514478
30	2	-0.127518	-0.991836
30	3	-0.488159	0.872755
30	4	-0.98968	0.143298
30	5	-0.899859	-0.436181
30	20	0.918643	0.395088
30	27	-0.99935	0.0360596
30	8	-0.556778	-0.830661
30	9	0.828785	-0.559567
30	10	-0.69137	0.722501
30	11	0.517489	-0.85569
30	12	0.162934	-0.986637
30	13	0.991194	0.132421
30	14	0.490951	0.871187
30	32	-0.742544	-0.669797
30	16	-0.182645	0.983179
30	17	-0.958776	-0.284163
30	18	0.994097	0.108496
30	31	-0.861008	-0.508592
30	6	-0.278816	-0.960344
30	21	0.029236	-0.999573
30	22	0.105631	0.994405
30	23	0.34881	0.937194
30	24	-0.999094	0.0425475
30	25	0.0379884	-0.999278
30	26	-0.991421	0.130705
30	1	0.482205	0.876058
30	28	-0.0495759	0.99877
30	29	0.067379	0.997727
30	30	-0.98434	0.176281
30	19	-0.866511	-0.499159
30	15	-0.898197	-0.439593
30	33	-0.874885	-0.48433
30	0	0.717473	0.696586
31	0	0.717473	0.696586
31	1	0.482205	0.876058
31	2	-0.127518	-0.991836
31	3	-0.488159	0.872755
31	24	-0.999094	0.0425475
31	5	-0.899859	-0.436181
31	6	-0.278816	-0.960344
31	7	0.857503	0.514478
31	8	-0.556778	-0.830661
31	27	-0.99935	0.0360596
31	10	-0.69137	0.722501
31	13	0.991194	0.132421
31	32	-0.742544	-0.669797
31	11	0.517489	-0.85569
31	14	0.490951	0.871187
31	15	-0.898197	-0.439593
31	16	-0.182645	0.983179
31	33	-0.874885	-0.48433
31	18	0.994097	0.108496
31	26	-0.991421	0.130705
31	20	0.918643	0.395088
31	21	0.029236	-0.999573
31	22	0.105631	0.994405
31	23	0.34881	0.937194
31	4	-0.98968	0.143298
31	25	0.0379884	-0.999278
31	19	-0.866511	-0.499159
31	9	0.828785	-0.559567
31	28	-0.0495759	0.99877
31	29	0.067379	0.997727
31	30	-0.98434	0.176281
31	31	-0.861008	-0.508592
31	12	0.162934	-0.986637
31	17	-0.958776	-0.284163
31	0	0.717473	0.696586
32	0	0.717473	0.696586
32	12	0.162934	-0.986637
32	2	-0.127518	-0.991836
32	29	0.067379	0.997727
32	4	-0.98968	0.143298
32	5	-0.899859	-0.436181
32	6	-0.278816	-0.960344
32	33	-0.874885	-0.48433
32	8	-0.556778	-0.830661
32	14	0.490951	0.871187
32	24	-0.999094	0.0425475
32	11	0.517489	-0.85569
32	1	0.482205	0.876058
32	13	0.991194	0.132421
32	9	0.828785	-0.559567
32	28	-0.0495759	0.99877
32	16	-0.182645	0.983179
32	17	-0.958776	-0.284163
32	18	0.994097	0.108496
32	19	-0.866511	-0.499159
32	30	-0.98434	0.176281
32	22	0.105631	0.994405
32	10	-0.69137	0.722501
32	23	0.34881	0.937194
32	21	0.029236	-0.999573
32	25	0.0379884	-0.999278
32	26	-0.991421	0.130705
32	27	-0.99935	0.0360596
32	15	-0.898197	-0.439593
32	3	-0.488159	0.872755
32	20	0.918643	0.395088
32	31	-0.861008	-0.508592
32	32	-0.742544	-0.669797
32	7	0.857503	0.514478
32	0	0.717473	0.696586
33	0	0.717473	0.696586
33	26	-0.991421	0.130705
33	18	0.994097	0.108496
33	3	-0.488159	0.872755
33	10	-0.69137	0.722501
33	15	-0.898197	-0.439593
33	23	0.34881	0.937194
33	16	-0.182645	0.983179
33	6	-0.278816	-0.960344
33	22	0.105631	0.994405
33	19	-0.866511	-0.499159
33	11	0.517489	-0.85569
33	9	0.828785	-0.559567
33	12	0.162934	-0.986637
33	32	-0.742544	-0.669797
33	17	-0.958776	-0.284163
33	25	0.0379884	-0.999278
33	14	0.490951	0.871187
33	21	0.029236	-0.999573
33	4	-0.98968	0.143298
33	31	-0.861008	-0.508592
33	2	-0.127518	-0.991836
33	5	-0.899859	-0.436181
33	8	-0.556778	-0.830661
33	20	0.918643	0.395088
33	7	0.857503	0.514478
33	13	0.991194	0.132421
33	28	-0.0495759	0.99877
33	33	-0.874885	-0.48433
33	29	0.067379	0.997727
33	30	-0.98434	0.176281
33	24	-0.999094	0.0425475
33	27	-0.99935	0.0360596
33	1	0.482205	0.876058
33	0	0.717473	0.696586
34	0	0.717473	0.696586
34	25	0.0379884	-0.999278
34	26	-0.991421	0.130705
34	3	-0.488159	0.872755
34	2	-0.127518	-0.991836
34	29	0.067379	0.997727
34	17	-0.958776	-0.284163
34	14	0.490951	0.871187
34	12	0.162934	-0.986637
34	24	-0.999094	0.0425475
34	30	-0.98434	0.176281
34	7	0.857503	0.514478
34	6	-0.278816	-0.960344
34	20	0.918643	0.395088
34	33	-0.874885	-0.48433
34	19	-0.866511	-0.499159
34	9	0.828785	-0.559567
34	4	-0.98968	0.143298
34	11	0.517489	-0.85569
34	10	-0.69137	0.722501
34	13	0.991194	0.132421
34	8	-0.556778	-0.830661
34	22	0.105631	0.994405
34	5	-0.899859	-0.436181
34	28	-0.0495759	0.99877
34	1	0.482205	0.876058
34	27	-0.99935	0.0360596
34	16	-0.182645	0.983179
34	32	-0.742544	-0.669797
34	15	-0.898197	-0.439593
34	23	0.34881	0.937194
34	31	-0.861008	-0.508592
34	18	0.994097	0.108496
34	21	0.029236	-0.999573
34	0	0.717473	0.696586
35	0	0.717473	0.696586
35	1	0.482205	0.876058
35	17	-0.958776	-0.284163
35	11	0.517489	-0.85569
35	4	-0.98968	0.143298
35	5	-0.899859	-0.436181
35	28	-0.0495759	0.99877
35	18	0.994097	0.108496
35	8	-0.556778	-0.830661
35	13	0.991194	0.132421
35	24	-0.999094	0.0425475
35	26	-0.991421	0.130705
35	12	0.162934	-0.986637
35	2	-0.127518	-0.991836
35	16	-0.182645	0.983179
35	15	-0.898197	-0.439593
35	19	-0.866511	-0.499159
35	9	0.828785	-0.559567
35	21	0.029236	-0.999573
35	14	0.490951	0.871187
35	20	0.918643	0.395088
35	6	-0.278816	-0.960344
35	22	0.105631	0.994405
35	23	0.34881	0.937194
35	10	-0.69137	0.722501
35	25	0.0379884	-0.999278
35	33	-0.874885	-0.48433
35	29	0.067379	0.997727
35	7	0.857503	0.514478
35	3	-0.488159	0.872755
35	30	-0.98434	0.176281
35	32	-0.742544	-0.669797
35	31	-0.861008	-0.508592
35	27	-0.99935	0.0360596
35	0	0.717473	0.696586
36	0	0.717473	0.696586
36	1	0.482205	0.876058
36	2	-0.127518	-0.991836
36	31	-0.861008	-0.508592
36	22	0.105631	0.994405
36	5	-0.899859	-0.436181
36	33	-0.874885	-0.48433
36	24	-0.999094	0.0425475
36	10	-0.69137	0.722501
36	7	0.857503	0.514478
36	9	0.828785	-0.559567
36	28	-0.0495759	0.99877
36	12	0.162934	-0.986637
36	13	0.991194	0.132421
36	14	0.490951	0.871187
36	11	0.517489	-0.85569
36	8	-0.556778	-0.830661
36	17	-0.958776	-0.284163
36	30	-0.98434	0.176281
36	19	-0.866511	-0.499159
36	3	-0.488159	0.872755
36	21	0.029236	-0.999573
36	23	0.34881	0.937194
36	18	0.994097	0.108496
36	16	-0.182645	0.983179
36	15	-0.898197	-0.439593
36	26	-0.991421	0.130705
36	27	-0.99935	0.0360596
36	25	0.0379884	-0.999278
36	4	-0.98968	0.143298
36	29	0.067379	0.997727
36	20	0.918643	0.395088
36	32	-0.742544	-0.669797
36	6	-0.278816	-0.960344
36	0	0.717473	0.696586
37	0	0.717473	0.696586
37	32	-0.742544	-0.669797
37	18	0.994097	0.108496
37	3	-0.488159	0.872755
37	27	-0.99935	0.0360596
37	20	0.918643	0.395088
37	10	-0.69137	0.722501
37	14	0.490951	0.871187
37	9	0.828785	-0.559567
37	33	-0.874885	-0.48433
37	6	-0.278816	-0.960344
37	2	-0.127518	-0.991836
37	22	0.105631	0.994405
37	19	-0.866511	-0.499159
37	30	-0.98434	0.176281
37	26	-0.991421	0.130705
37	7	0.857503	0.514478
37	1	0.482205	0.876058
37	16	-0.182645	0.983179
37	13	0.991194	0.132421
37	17	-0.958776	-0.284163
37	24	-0.999094	0.0425475
37	11	0.517489	-0.85569
37	23	0.34881	0.937194
37	4	-0.98968	0.143298
37	12	0.162934	-0.986637
37	15	-0.898197	-0.439593
37	25	0.0379884	-0.999278
37	28	-0.0495759	0.99877
37	29	0.067379	0.997727
37	5	-0.899859	-0.436181
37	8	-0.556778	-0.830661
37	31	-0.861008	-0.508592
37	21	0.029236	-0.999573
37	0	0.717473	0.696586
38	0	0.717473	0.696586
38	33	-0.874885	-0.48433
38	2	-0.127518	-0.991836
38	30	-0.98434	0.176281
38	4	-0.98968	0.143298
38	11	0.517489	-0.85569
38	20	0.918643	0.395088
38	7	0.857503	0.514478
38	10	-0.69137	0.722501
38	17	-0.958776	-0.284163
38	27	-0.99935	0.0360596
38	25	0.0379884	-0.999278
38	8	-0.556778	-0.830661
38	19	-0.866511	-0.499159
38	24	-0.999094	0.0425475
38	14	0.490951	0.871187
38	32	-0.742544	-0.669797
38	23	0.34881	0.937194
38	18	0.994097	0.108496
38	13	0.991194	0.132421
38	15	-0.898197	-0.439593
38	1	0.482205	0.876058
38	22	0.105631	0.994405
38	9	0.828785	-0.559567
38	3	-0.488159	0.872755
38	12	0.162934	-0.986637
38	26	-0.991421	0.130705
38	31	-0.861008	-0.508592
38	21	0.029236	-0.999573
38	29	0.067379	0.997727
38	28	-0.0495759	0.99877
38	6	-0.278816	-0.960344
38	16	-0.182645	0.983179
38	5	-0.899859	-0.436181
38	0	0.717473	0.696586
39	0	0.717473	0.696586
39	4	-0.98968	0.143298
39	2	-0.127518	-0.991836
39	31	-0.861008	-0.508592
39	32	-0.742544	-0.669797
39	5	-0.899859	-0.436181
39	3	-0.488159	0.872755
39	29	0.067379	0.997727
39	8	-0.556778	-0.830661
39	9	0.828785	-0.559567
39	15	-0.898197	-0.439593
39	27	-0.99935	0.0360596
39	12	0.162934	-0.986637
39	13	0.991194	0.132421
39	19	-0.866511	-0.499159
39	18	0.994097	0.108496
39	16	-0.182645	0.983179
39	20	0.918643	0.395088
39	22	0.105631	0.994405
39	11	0.517489	-0.85569
39	17	-0.958776	-0.284163
39	21	0.029236	-0.999573
39	10	-0.69137	0.722501
39	23	0.34881	0.937194
39	24	-0.999094	0.0425475
39	25	0.0379884	-0.999278
39	26	-0.991421	0.130705
39	1	0.482205	0.876058
39	28	-0.0495759	0.99877
39	7	0.857503	0.514478
39	30	-0.98434	0.176281
39	6	-0.278816	-0.960344
39	14	0.490951	0.871187
39	33	-0.874885	-0.48433
39	0	0.717473	0.696586
40	0	0.717473	0.696586
40	8	-0.556778	-0.830661
40	22	0.105631	0.994405
40	16	-0.182645	0.983179
40	27	-0.99935	0.0360596
40	24	-0.999094	0.0425475
40	4	-0.98968	0.143298
40	7	0.857503	0.514478
40	29	0.067379	0.997727
40	33	-0.874885	-0.48433
40	5	-0.899859	-0.436181
40	19	-0.866511	-0.499159
40	12	0.162934	-0.986637
40	15	-0.898197	-0.439593
40	18	0.994097	0.108496
40	1	0.482205	0.876058
40	3	-0.488159	0.872755
40	17	-0.958776	-0.284163
40	32	-0.742544	-0.669797
40	25	0.0379884	-0.999278
40	31	-0.861008	-0.508592
40	21	0.029236	-0.999573
40	13	0.991194	0.132421
40	23	0.34881	0.937194
40	20	0.918643	0.395088
40	30	-0.98434	0.176281
40	26	-0.991421	0.130705
40	11	0.517489	-0.85569
40	10	-0.69137	0.722501
40	28	-0.0495759	0.99877
40	14	0.490951	0.871187
40	9	0.828785	-0.559567
40	6	-0.278816	-0.960344
40	2	-0.127518	-0.991836
40	0	0.717473	0.696586
41	0	0.717473	0.696586
41	6	-0.278816	-0.960344
41	2	-0.127518	-0.991836
41	3	-0.488159	0.872755
41	4	-0.98968	0.143298
41	28	-0.0495759	0.99877
41	18	0.994097	0.108496
41	5	-0.899859	-0.436181
41	20	0.918643	0.395088
41	9	0.828785	-0.559567
41	22	0.105631	0.994405
41	11	0.517489	-0.85569
41	31	-0.861008	-0.508592
41	27	-0.99935	0.0360596
41	24	-0.999094	0.0425475
41	19	-0.866511	-0.499159
41	16	-0.182645	0.983179
41	33	-0.874885	-0.48433
41	10	-0.69137	0.722501
41	23	0.34881	0.937194
41	8	-0.556778	-0.830661
41	21	0.029236	-0.999573
41	12	0.162934	-0.986637
41	13	0.991194	0.132421
41	14	0.490951	0.871187
41	15	-0.898197	-0.439593
41	25	0.0379884	-0.999278
41	1	0.482205	0.876058
41	7	0.857503	0.514478
41	17	-0.958776	-0.284163
41	30	-0.98434	0.176281
41	32	-0.742544	-0.669797
41	29	0.067379	0.997727
41	26	-0.991421	0.130705
41	0	0.717473	0.696586
42	0	0.717473	0.696586
42	16	-0.182645	0.983179
42	8	-0.556778	-0.830661
42	3	-0.488159	0.872755
42	22	0.105631	0.994405
42	26	-0.991421	0.130705
42	9	0.828785	-0.559567
42	6	-0.278816	-0.960344
42	30	-0.98434	0.176281
42	19	-0.866511	-0.499159
42	21	0.029236	-0.999573
42	25	0.0379884	-0.999278
42	12	0.162934	-0.986637
42	32	-0.742544	-0.669797
42	14	0.490951	0.871187
42	10	-0.69137	0.722501
42	15	-0.898197	-0.439593
42	28	-0.0495759	0.99877
42	27	-0.99935	0.0360596
42	7	0.857503	0.514478
42	20	0.918643	0.395088
42	17	-0.958776	-0.284163
42	1	0.482205	0.876058
42	23	0.34881	0.937194
42	4	-0.98968	0.143298
42	13	0.991194	0.132421
42	31	-0.861008	-0.508592
42	18	0.994097	0.108496
42	2	-0.127518	-0.991836
42	29	0.067379	0.997727
42	11	0.517489	-0.85569
42	24	-0.999094	0.0425475
42	5	-0.899859	-0.436181
42	33	-0.874885	-0.48433
42	0	0.717473	0.696586
43	0	0.717473	0.696586
43	18	0.994097	0.108496
43	2	-0.127518	-0.991836
43	17	-0.958776	-0.284163
43	4	-0.98968	0.143298
43	27	-0.99935	0.0360596
43	6	-0.278816	-0.960344
43	7	0.857503	0.514478
43	8	-0.556778	-0.830661
43	9	0.828785	-0.559567
43	10	-0.69137	0.722501
43	20	0.918643	0.395088
43	13	0.991194	0.132421
43	12	0.162934	-0.986637
43	14	0.490951	0.871187
43	15	-0.898197	-0.439593
43	33	-0.874885	-0.48433
43	3	-0.488159	0.872755
43	11	0.517489	-0.85569
43	19	-0.866511	-0.499159
43	1	0.482205	0.876058
43	21	0.029236	-0.999573
43	22	0.105631	0.994405
43	23	0.34881	0.937194
43	24	-0.999094	0.0425475
43	25	0.0379884	-0.999278
43	26	-0.991421	0.130705
43	5	-0.899859	-0.436181
43	28	-0.0495759	0.99877
43	29	0.067379	0.997727
43	30	-0.98434	0.176281
43	31	-0.861008	-0.508592
43	32	-0.742544	-0.669797
43	16	-0.182645	0.983179
43	0	0.717473	0.696586
44	0	0.717473	0.696586
44	6	-0.278816	-0.960344
44	2	-0.127518	-0.991836
44	14	0.490951	0.871187
44	26	-0.991421	0.130705
44	32	-0.742544	-0.669797
44	4	-0.98968	0.143298
44	31	-0.861008	-0.508592
44	8	-0.556778	-0.830661
44	9	0.828785	-0.559567
44	10	-0.69137	0.722501
44	11	0.517489	-0.85569
44	3	-0.488159	0.872755
44	13	0.991194	0.132421
44	19	-0.866511	-0.499159
44	15	-0.898197	-0.439593
44	16	-0.182645	0.983179
44	17	-0.958776	-0.284163
44	18	0.994097	0.108496
44	1	0.482205	0.876058
44	5	-0.899859	-0.436181
44	7	0.857503	0.514478
44	22	0.105631	0.994405
44	24	-0.999094	0.0425475
44	23	0.34881	0.937194
44	25	0.0379884	-0.999278
44	30	-0.98434	0.176281
44	27	-0.99935	0.0360596
44	28	-0.0495759	0.99877
44	29	0.067379	0.997727
44	21	0.029236	-0.999573
44	12	0.162934	-0.986637
44	20	0.918643	0.395088
44	33	-0.874885	-0.48433
44	0	0.717473	0.696586
45	0	0.717473	0.696586
45	1	0.482205	0.876058
45	15	-0.898197	-0.439593
45	3	-0.488159	0.872755
45	4	-0.98968	0.143298
45	5	-0.899859	-0.436181
45	24	-0.999094	0.0425475
45	7	0.857503	0.514478
45	8	-0.556778	-0.830661
45	16	-0.182645	0.983179
45	10	-0.69137	0.722501
45	20	0.918643	0.395088
45	12	0.162934	-0.986637
45	18	0.994097	0.108496
45	19	-0.866511	-0.499159
45	2	-0.127518	-0.991836
45	9	0.828785	-0.559567
45	17	-0.958776	-0.284163
45	13	0.991194	0.132421
45	14	0.490951	0.871187
45	11	0.517489	-0.85569
45	21	0.029236	-0.999573
45	22	0.105631	0.994405
45	23	0.34881	0.937194
45	6	-0.278816	-0.960344
45	25	0.0379884	-0.999278
45	26	-0.991421	0.130705
45	28	-0.0495759	0.99877
45	27	-0.99935	0.0360596
45	29	0.067379	0.997727
45	30	-0.98434	0.176281
45	31	-0.861008	-0.508592
45	32	-0.742544	-0.669797
45	33	-0.874885	-0.48433
45	0	0.717473	0.696586
46	0	0.717473	0.696586
46	14	0.490951	0.871187
46	12	0.162934	-0.986637
46	2	-0.127518	-0.991836
46	21	0.029236	-0.999573
46	30	-0.98434	0.176281
46	6	-0.278816	-0.960344
46	32	-0.742544	-0.669797
46	8	-0.556778	-0.830661
46	15	-0.898197	-0.439593
46	10	-0.69137	0.722501
46	16	-0.182645	0.983179
46	22	0.105631	0.994405
46	13	0.991194	0.132421
46	27	-0.99935	0.0360596
46	17	-0.958776	-0.284163
46	29	0.067379	0.997727
46	4	-0.98968	0.143298
46	18	0.994097	0.108496
46	19	-0.866511	-0.499159
46	20	0.918643	0.395088
46	24	-0.999094	0.0425475
46	7	0.857503	0.514478
46	23	0.34881	0.937194
46	1	0.482205	0.876058
46	9	0.828785	-0.559567
46	26	-0.991421	0.130705
46	11	0.517489	-0.85569
46	25	0.0379884	-0.999278
46	3	-0.488159	0.872755
46	5	-0.899859	-0.436181
46	31	-0.861008	-0.508592
46	28	-0.0495759	0.99877
46	33	-0.874885	-0.48433
46	0	0.717473	0.696586
47	0	0.717473	0.696586
47	1	0.482205	0.876058
47	2	-0.127518	-0.991836
47	6	-0.278816	-0.960344
47	9	0.828785	-0.559567
47	25	0.0379884	-0.999278
47	3	-0.488159	0.872755
47	11	0.517489	-0.85569
47	17	-0.958776	-0.284163
47	23	0.34881	0.937194
47	5	-0.899859	-0.436181
47	19	-0.866511	-0.499159
47	28	-0.0495759	0.99877
47	24	-0.999094	0.0425475
47	33	-0.874885	-0.48433
47	18	0.994097	0.108496
47	12	0.162934	-0.986637
47	7	0.857503	0.514478
47	26	-0.991421	0.130705
47	22	0.105631	0.994405
47	20	0.918643	0.395088
47	21	0.029236	-0.999573
47	32	-0.742544	-0.669797
47	4	-0.98968	0.143298
47	31	-0.861008	-0.508592
47	10	-0.69137	0.722501
47	14	0.490951	0.871187
47	27	-0.99935	0.0360596
47	8	-0.556778	-0.830661
47	13	0.991194	0.132421
47	30	-0.98434	0.176281
47	16	-0.182645	0.983179
47	29	0.067379	0.997727
47	15	-0.898197	-0.439593
47	0	0.717473	0.696586
48	0	0.717473	0.696586
48	20	0.918643	0.395088
48	2	-0.127518	-0.991836
48	1	0.482205	0.876058
48	8	-0.556778	-0.830661
48	10	-0.69137	0.722501
48	17	-0.958776	-0.284163
48	29	0.067379	0.997727
48	9	0.828785	-0.559567
48	33	-0.874885	-0.48433
48	31	-0.861008	-0.508592
48	3	-0.488159	0.872755
48	14	0.490951	0.871187
48	13	0.991194	0.132421
48	12	0.162934	-0.986637
48	15	-0.898197	-0.439593
48	16	-0.182645	0.983179
48	5	-0.899859	-0.436181
48	18	0.994097	0.108496
48	19	-0.866511	-0.499159
48	4	-0.98968	0.143298
48	7	0.857503	0.514478
48	27	-0.99935	0.0360596
48	23	0.34881	0.937194
48	24	-0.999094	0.0425475
48	25	0.0379884	-0.999278
48	26	-0.991421	0.130705
48	11	0.517489	-0.85569
48	28	-0.0495759	0.99877
48	6	-0.278816	-0.960344
48	30	-0.98434	0.176281
48	22	0.105631	0.994405
48	32	-0.742544	-0.669797
48	21	0.029236	-0.999573
48	0	0.717473	0.696586
49	0	0.717473	0.696586
49	18	0.994097	0.108496
49	2	-0.127518	-0.991836
49	3	-0.488159	0.872755
49	4	-0.98968	0.143298
49	5	-0.899859	-0.436181
49	33	-0.874885	-0.48433
49	7	0.857503	0.514478
49	8	-0.556778	-0.830661
49	9	0.828785	-0.559567
49	10	-0.69137	0.722501
49	16	-0.182645	0.983179
49	12	0.162934	-0.986637
49	13	0.991194	0.132421
49	27	-0.99935	0.0360596
49	15	-0.898197	-0.439593
49	11	0.517489	-0.85569
49	19	-0.866511	-0.499159
49	1	0.482205	0.876058
49	26	-0.991421	0.130705
49	20	0.918643	0.395088
49	21	0.029236	-0.999573
49	22	0.105631	0.994405
49	17	-0.958776	-0.284163
49	24	-0.999094	0.0425475
49	14	0.490951	0.871187
49	23	0.34881	0.937194
49	25	0.0379884	-0.999278
49	28	-0.0495759	0.99877
49	29	0.067379	0.997727
49	30	-0.98434	0.176281
49	31	-0.861008	-0.508592
49	32	-0.742544	-0.669797
49	6	-0.278816	-0.960344
49	0	0.717473	0.696586
