N	real_index	SN
1	5196	1.38161
1	5197	-1.53642
1	5198	-5.71669
1	5199	-3.70377
1	5200	0.706686
1	5201	1.43755
1	5202	4.91755
1	5203	0.44021
1	5204	0.0478794
1	5205	0.228118
1	5206	5.21204
1	5207	1.70291
1	5208	0.179334
1	5209	-2.06844
1	5210	-4.2141
1	5211	-1.10811
1	5212	8.95095
1	5213	2.581
1	5214	0.592961
1	5215	2.02287
1	5216	1.58952
1	5217	0.266406
1	5218	-1.4638
1	5219	-0.0653342
1	5220	-6.01372
1	5221	0.427308
1	5222	-0.813306
1	5223	0.0804197
1	5224	0.795398
1	5225	0.569965
1	5226	1.85543
1	5227	0.1272
1	5228	-0.658163
1	5229	-0.296897
1	5230	-0.381572
1	5231	-37.856
1	5232	-0.0430355
1	5233	-0.0767769
1	5234	0.454203
1	5235	-5.64236
1	5236	1.50204
1	5237	-0.0707845
1	5238	-1.66589
1	5239	0.776699
1	5240	-0.707465
1	5241	-0.812143
1	5242	1.39865
1	5243	-0.187956
1	5244	0.169633
1	5245	-28.8967
1	5246	0.00824532
1	5247	-0.764265
1	5248	1.79153
1	5249	-0.162118
1	5250	0.350739
1	5251	0.929285
1	5252	-0.24409
1	5253	-1.26747
1	5254	1.37279
1	5255	1.09216
1	5256	-0.424881
1	5257	3.79284
1	5258	1.80234
1	5259	-2.34946
1	5260	1.051
1	5261	-1.75796
1	5262	2.77972
1	5263	-0.211172
1	5264	-4.49466
1	5265	-0.140318
1	5266	-0.326827
1	5267	1.93162
1	5268	0.677735
1	5269	1.71014
1	5270	0.218317
1	5271	-8.92795
1	5272	1.49423
1	5273	0.00670267
1	5274	-1.33529
1	5275	-1.07849
1	5276	-0.169163
1	5277	19.2986
1	5278	2.09097
1	5279	-1.27482
1	5280	0.913998
1	5281	-39.651
1	5282	-1.18084
1	5283	2.67925
1	5284	0.572762
1	5285	8.06389
1	5286	0.118596
1	5287	0.759109
1	5288	-1.11691
1	5289	4.63165
1	5290	0.232984
1	5291	-0.208845
1	5292	0.59569
1	5293	-1.65916
1	5294	0.115969
1	5295	-2.75559
1	5296	1.16563
1	5297	-1.27941
1	5298	-4.44855
1	5299	-0.0186822
1	5300	-0.100828
1	5301	-42.9289
1	5302	-0.828888
1	5303	1.33885
1	5304	-0.219484
1	5305	5.68874
1	5306	0.358357
1	5307	-0.591978
1	5308	4.77895
1	5309	-0.245436
1	5310	9.95151
1	5311	1.29706
1	5312	-0.255724
1	5313	-0.724754
1	5314	-3.60434
1	5315	-0.0508816
1	5316	-0.401052
1	5317	3.18268
1	5318	-2.05166
1	5319	1.17473
1	5320	-0.270252
1	5321	-1.38604
1	5322	-0.207189
1	5323	-0.53711
1	5324	-1.03354
1	5325	0.590985
1	5326	0.559614
1	5327	-3.13852
1	5328	0.663042
1	5329	-1.20644
1	5330	0.274834
1	5331	1.36649
1	5332	-0.743082
1	5333	-3.02685
1	5334	-0.259026
1	5335	1.23202
1	5336	-0.352893
1	5337	-0.460291
1	5338	1.82371
1	5339	0.314733
1	5340	-2.90368
1	5341	-2.52182
1	5342	2.15649
1	5343	1.86352
1	5344	0.298996
1	5345	-0.798907
1	5346	-0.664033
1	5347	0.997858
1	5348	-3.29417
1	5349	84.1872
1	5350	-0.389716
1	5351	3.02198
1	5352	0.519556
1	5353	-0.0548012
1	5354	0.419974
1	5355	-0.137164
1	5356	0.990237
1	5357	-0.0770527
1	5358	-0.984661
1	5359	-4.21748
1	5360	1.61759
1	5361	-0.124257
1	5362	-3.99311
1	5363	-0.40057
1	5364	4.28547
1	5365	-0.255357
1	5366	0.889917
1	5367	-0.100325
1	5368	1.36753
1	5369	-0.210948
1	5370	4.66402
1	5371	1.46247
1	5372	-0.278401
1	5373	-0.982011
1	5374	-0.442478
1	5375	-4.48885
1	5376	77.3736
1	5377	-0.720903
1	5378	-0.443626
1	5379	-0.693601
1	5380	-5.04402
1	5381	-0.342016
1	5382	-0.327715
1	5383	6.46664
1	5384	-1.19465
1	5385	0.913631
1	5386	3.985
1	5387	0.672966
1	5388	17.6876
1	5389	0.409583
1	5390	-0.249296
1	5391	1.21707
1	5392	-1.30473
1	5393	-3.40586
1	5394	-4.61025
1	5395	3.50459
1	5396	-0.902881
1	5397	1.26944
1	5398	-1.20533
1	5399	-0.933656
1	5400	-0.878895
1	5401	0.0695482
1	5402	0.675891
1	5403	-0.527642
1	5404	1.09568
1	5405	0.651616
1	5406	1.64612
1	5407	5.79619
1	5408	-4.94206
1	5409	-1.22367
1	5410	3.39048
1	5411	-1.49621
1	5412	-0.640636
1	5413	-6.8929
1	5414	-0.0977067
1	5415	-3.68531
1	5416	-7.27218
1	5417	7.43989
1	5418	1.09438
1	5419	-0.457544
1	5420	1.01025
1	5421	0.216198
1	5422	-2.75932
1	5423	0.336308
1	5424	1.76298
1	5425	-0.601678
1	5426	0.909865
1	5427	-2.0374
1	5428	0.732988
1	5429	0.599202
1	5430	0.944288
1	5431	-1.94775
1	5432	-1.15253
1	5433	2.64842
1	5434	-4.5564
1	5435	4.13227
1	5436	-2.31402
1	5437	-0.623323
1	5438	0.0525987
1	5439	-1.07457
1	5440	8.49831
1	5441	-0.782697
1	5442	-1.04838
1	5443	-3.29479
1	5444	-17.8556
1	5445	0.320108
1	5446	-1.55767
1	5447	4.49063
1	5448	3.65808
1	5449	257.145
1	5450	0.731153
1	5451	1.62375
1	5452	-0.438392
1	5453	6.88177
1	5454	21.3724
1	5455	-0.843858
1	5456	0.146561
1	5457	0.0538289
1	5458	-0.8251
1	5459	0.564728
1	5460	-1.39152
1	5461	-2.21799
1	5462	0.15522
1	5463	0.899225
1	5464	1.70745
1	5465	-0.608737
1	5466	-0.278847
1	5467	-0.551016
1	5468	0.642766
1	5469	0.192177
1	5470	1.28637
1	5471	-1.80799
1	5472	-8.30485
1	5473	0.688216
1	5474	-0.533038
1	5475	3.8282
1	5476	-6.95503
1	5477	0.473299
1	5478	-2.98834
1	5479	0.701605
1	5480	3.03718
1	5481	-0.673058
1	5482	-1.96291
1	5483	0.15348
1	5484	-1.67404
1	5485	9.55978
1	5486	0.180835
1	5487	0.8995
1	5488	1.29479
1	5489	-0.313765
1	5490	-0.419293
1	5491	-0.29025
1	5492	-1.64213
1	5493	0.324207
1	5494	1.52047
1	5495	0.37654
1	5496	0.222236
1	5497	-0.770748
1	5498	0.0309836
1	5499	-1.33339
1	5500	-0.149189
1	5501	1.17164
1	5502	3.62349
1	5503	-1.91049
1	5504	0.524867
1	5505	1.16148
1	5506	-0.0773379
1	5507	0.0730509
1	5508	3.13206
1	5509	-0.998369
1	5510	2.79424
1	5511	-2.29143
1	5512	2.06692
1	5513	0.484899
1	5514	0.020261
1	5515	1.13968
1	5516	-4.3133
1	5517	-1.04582
1	5518	0.0256943
1	5519	-4.20577
1	5520	-0.74266
1	5521	0.289275
1	5522	0.655528
1	5523	10.2589
1	5524	-2.0945
1	5525	-0.190505
1	5526	-3.24823
1	5527	-1.32638
1	5528	-0.0307412
1	5529	-0.282425
1	5530	-0.0399032
1	5531	0.753359
1	5532	0.055999
1	5533	3.27657
1	5534	0.453027
1	5535	-0.707971
1	5536	-0.212719
1	5537	17.8509
1	5538	-0.377768
1	5539	1.14935
1	5540	2.08983
1	5541	2.30994
1	5542	2.40475
1	5543	-0.338032
1	5544	-2.23782
1	5545	0.63745
1	5546	0.266643
1	5547	0.376409
1	5548	-2.3797
1	5549	-0.482775
1	5550	-1.14145
1	5551	0.644002
1	5552	0.446303
1	5553	-1.39371
1	5554	0.00949307
1	5555	0.34452
1	5556	-2.31643
1	5557	-0.366617
1	5558	1.11551
1	5559	2.84153
1	5560	-3.68385
1	5561	-0.0115744
1	5562	0.163192
1	5563	-0.471929
1	5564	0.727346
1	5565	-3.14097
1	5566	-0.186411
1	5567	-0.340033
1	5568	3.0106
1	5569	-0.0063542
1	5570	-3.25698
1	5571	1.65287
1	5572	-0.366545
1	5573	0.00388656
1	5574	-3.2583
1	5575	1.30121
1	5576	-0.356859
1	5577	0.431839
1	5578	-0.372908
1	5579	0.888023
1	5580	-2.43817
1	5581	2.44883
1	5582	0.211281
1	5583	-0.127514
1	5584	0.613123
1	5585	0.836721
1	5586	-0.184913
1	5587	-5.03582
1	5588	2.38803
1	5589	1.09834
1	5590	-0.239699
1	5591	0.299891
1	5592	1.55061
1	5593	7.24685
1	5594	0.172384
1	5595	1.24962
1	5596	1.38945
1	5597	-0.254918
1	5598	0.1357
1	5599	0.296118
1	5600	0.0136035
1	5601	0.192822
1	5602	-0.867427
1	5603	0.711668
1	5604	2.3576
1	5605	-1.21838
1	5606	1.39987
1	5607	-0.383298
1	5608	0.270669
1	5609	1.01401
1	5610	-1.12898
1	5611	-0.171328
1	5612	-1.32347
1	5613	29.2236
1	5614	1.23151
1	5615	-1.32896
1	5616	7.93898
1	5617	-4.23773
1	5618	-1.14486
1	5619	-2.65125
1	5620	1.23265
1	5621	0.0924118
1	5622	-1.11009
1	5623	0.707065
1	5624	-0.680689
1	5625	0.689678
1	5626	-0.326082
1	5627	-0.0760198
1	5628	-0.494014
1	5629	0.50792
1	5630	0.201807
1	5631	0.997689
1	5632	-3.91235
1	5633	-0.0322112
1	5634	-1.46912
1	5635	-6.49398
1	5636	0.23689
1	5637	-61.369
1	5638	-0.25138
1	5639	0.0332544
1	5640	-3.27895
1	5641	1.8073
1	5642	-1.51492
1	5643	-0.277725
1	5644	0.0176268
1	5645	0.709932
1	5646	0.871664
1	5647	-2.51693
1	5648	6.73055
1	5649	1.70508
1	5650	0.26159
1	5651	2.61421
1	5652	0.630912
1	5653	-1.98738
1	5654	-1.02642
1	5655	-0.384885
1	5656	-1.78738
1	5657	-0.27808
1	5658	-0.801973
1	5659	0.272503
1	5660	2.98957
1	5661	-2.38435
1	5662	5.16167
1	5663	-0.429095
1	5664	0.531615
1	5665	-0.319334
1	5666	-0.890149
1	5667	-0.870589
1	5668	2.82332
1	5669	3.2956
1	5670	10.7532
1	5671	-1.69005
1	5672	-87.1566
1	5673	0.445115
1	5674	2.14886
1	5675	1.21341
1	5676	1.46839
1	5677	0.265176
1	5678	-1.21494
1	5679	-0.163227
1	5680	-1.3623
1	5681	0.609771
1	5682	-1.66966
1	5683	3.28931
1	5684	-0.685227
1	5685	-0.789392
1	5686	0.645
1	5687	-0.582011
1	5688	-0.204392
1	5689	-0.290002
1	5690	1.19609
1	5691	0.802745
1	5692	1.19193
1	5693	0.649326
1	5694	-10.115
1	5695	-1.55536
1	5696	0.728732
1	5697	0.399956
1	5698	-1.31581
1	5699	1.42228
1	5700	2.58154
1	5701	0.0191317
1	5702	5.81028
1	5703	-0.778925
1	5704	0.0706314
1	5705	-1.41158
1	5706	0.0900682
1	5707	2.02941
1	5708	-1.0276
1	5709	-1.97581
1	5710	0.443393
1	5711	-1.0077
1	5712	-0.348444
1	5713	-14.9112
1	5714	0.600291
1	5715	8.64873
1	5716	0.43189
1	5717	-0.634398
1	5718	-1.71803
1	5719	1.42719
1	5720	1.16349
1	5721	1.1002
1	5722	0.900196
1	5723	0.833028
1	5724	-0.0877189
1	5725	0.473244
1	5726	6.21216
1	5727	-0.519105
1	5728	1.00362
1	5729	1.2807
1	5730	0.727156
1	5731	0.805944
1	5732	-5.22638
1	5733	0.844286
1	5734	0.57528
1	5735	2.51388
1	5736	0.198262
1	5737	-1.20681
1	5738	0.242435
1	5739	-0.815071
1	5740	37.3222
1	5741	0.847577
1	5742	0.771409
1	5743	-0.720551
1	5744	-0.675948
1	5745	2.09204
1	5746	2.79166
1	5747	0.582496
1	5748	2.32452
1	5749	0.551181
1	5750	4.59088
1	5751	-2.55384
1	5752	-1.60106
1	5753	-19.3993
1	5754	-8.59028
1	5755	0.0379004
1	5756	-0.211767
1	5757	2.39687
1	5758	-3.75679
1	5759	-0.637351
1	5760	-0.194251
1	5761	0.56779
1	5762	0.941528
1	5763	0.138986
1	5764	-0.103896
1	5765	4.23302
1	5766	-4.00696
1	5767	-4.37005
1	5768	-0.128941
1	5769	-0.793103
1	5770	-0.722798
1	5771	0.926572
1	5772	-35.8973
1	5773	4.95482
1	5774	0.208174
1	5775	-2.03686
1	5776	0.657542
1	5777	1.08746
1	5778	34.7277
1	5779	1.43977
1	5780	-0.456532
1	5781	3.55557
1	5782	10.2181
1	5783	-0.0151712
1	5784	-0.235248
1	5785	-0.933743
1	5786	-1.41539
1	5787	2.30523
1	5788	-0.11955
1	5789	6.60609
1	5790	-0.516367
1	5791	-0.659741
1	5792	4.05965
1	5793	0.405767
1	5794	0.0167977
1	5795	-0.336823
1	5796	-18.0953
1	5797	-0.432011
1	5798	-15.7022
1	5799	-8.7564
1	5800	1.87945
1	5801	-4.62667
1	5802	-7.91064
1	5803	-2.68973
1	5804	1.37812
1	5805	1.12054
1	5806	3.93681
1	5807	-0.995469
1	5808	6.02747
1	5809	-2.32469
1	5810	1.36417
1	5811	-0.178453
1	5812	-1.94843
1	5813	1.87572
1	5814	-1.80601
1	5815	-0.726485
1	5816	-1.98197
1	5817	0.754833
1	5818	1.048
1	5819	-0.884081
1	5820	0.318431
1	5821	-0.534872
1	5822	-2.07402
1	5823	-0.22986
1	5824	0.782925
1	5825	1.94444
1	5826	1.71659
1	5827	-0.699682
1	5828	-2.5946
1	5829	6.82982
1	5830	6.75042
1	5831	1.24934
1	5832	0.56563
1	5833	-0.0746678
1	5834	0.440565
1	5835	-1.19572
1	5836	-1.48542
1	5837	-1.72697
1	5838	0.104812
1	5839	-0.625666
1	5840	2.53353
1	5841	0.248381
1	5842	-1.43869
1	5843	1.20222
1	5844	-0.453503
1	5845	-1.62617
1	5846	-0.476259
1	5847	0.548733
1	5848	0.128686
1	5849	0.566993
1	5850	0.215031
1	5851	0.783162
1	5852	0.123474
1	5853	0.709144
1	5854	-26.0894
1	5855	-0.396143
1	5856	2.70719
1	5857	-1.16745
1	5858	-0.841165
1	5859	1.83219
1	5860	0.168855
1	5861	-0.749124
1	5862	-2.04461
1	5863	2.06767
1	5864	-0.523867
1	5865	1.05129
1	5866	-1.22204
1	5867	-51.4192
1	5868	-2.48644
1	5869	-1.07068
1	5870	1.89336
1	5871	0.910112
1	5872	-1.75895
1	5873	0.222809
1	5874	0.277279
1	5875	1.11228
1	5876	-0.3981
1	5877	-1.42969
1	5878	-0.240235
1	5879	-0.116487
1	5880	0.900892
1	5881	84.0545
1	5882	2.16834
1	5883	0.184157
1	5884	0.257259
1	5885	-1.52109
1	5886	-12.124
1	5887	2.81746
1	5888	0.896451
1	5889	3.75639
1	5890	1.08833
1	5891	17.2346
1	5892	0.553476
1	5893	-2.28852
1	5894	-0.63313
1	5895	2.59065
1	5896	-2.53219
1	5897	0.0973589
1	5898	-0.400304
1	5899	-0.956965
1	5900	-0.00413778
1	5901	-62.6425
1	5902	1.85695
1	5903	-2.87577
1	5904	1.67072
1	5905	-1.24862
1	5906	-0.05106
1	5907	-0.0304925
1	5908	0.942707
1	5909	-1.50663
1	5910	-1.06124
1	5911	0.969629
1	5912	1.45285
1	5913	75.9143
1	5914	-1.37876
1	5915	-0.395534
1	5916	-4.01319
1	5917	4.52837
1	5918	2.28806
1	5919	0.713249
1	5920	0.991139
1	5921	0.506875
1	5922	1.4701
1	5923	-1.03203
1	5924	1.06925
1	5925	-9.85178
1	5926	1.14912
1	5927	-7.88953
1	5928	-0.0775229
1	5929	1.13161
1	5930	0.341283
1	5931	1.7712
1	5932	-15.3383
1	5933	0.881015
1	5934	-2.45844
1	5935	99.8333
1	5936	0.297058
1	5937	-0.879338
1	5938	-2.14759
1	5939	-0.751513
1	5940	2.17698
1	5941	0.678374
1	5942	0.582054
1	5943	-0.145188
1	5944	-0.124695
1	5945	0.840093
1	5946	-1.19399
1	5947	1.48552
1	5948	-0.200729
1	5949	-0.0337053
1	5950	0.458034
1	5951	-1.48234
1	5952	-4.10579
1	5953	0.645802
1	5954	-0.50414
1	5955	-4.20194
1	5956	2.32214
1	5957	-0.182218
1	5958	4.46445
1	5959	-0.38445
1	5960	1.22379
1	5961	0.908033
1	5962	-2.88946
1	5963	-0.285721
1	5964	-4.82187
1	5965	1.59766
1	5966	-1.63359
1	5967	0.968636
1	5968	-2.7254
1	5969	-0.552584
1	5970	-0.803033
1	5971	0.631759
1	5972	0.014699
1	5973	0.210291
1	5974	-0.0705315
1	5975	0.330008
1	5976	-0.665411
1	5977	1.19466
1	5978	-0.949996
1	5979	-0.292506
1	5980	0.403847
1	5981	-0.288023
1	5982	-0.512228
1	5983	0.688125
1	5984	-0.662937
1	5985	-0.0553355
1	5986	-2.09731
1	5987	-0.0528751
1	5988	0.686831
1	5989	-8.41201
1	5990	-0.349191
1	5991	-5.2289
1	5992	-6.77631
1	5993	1.92204
1	5994	7.18067
1	5995	0.699875
1	5996	0.265042
1	5997	-0.71354
1	5998	2.2993
1	5999	-0.201449
1	6000	-2.43894
1	6001	-0.921978
1	6002	7.57564
1	6003	5.67672
1	6004	-21.684
1	6005	2.92674
1	6006	-1.08922
1	6007	1.32338
1	6008	2.43751
1	6009	0.0957407
1	6010	1.0717
1	6011	0.0793655
1	6012	-1.45928
1	6013	2.30174
1	6014	-1.68842
1	6015	-0.416044
1	6016	0.907464
1	6017	-3.67056
1	6018	0.956388
1	6019	7.52079
1	6020	2.2359
1	6021	-0.317115
1	6022	-0.246897
1	6023	-0.283039
1	6024	1.63815
1	6025	0.0304349
1	6026	0.224617
1	6027	-1.459
1	6028	-17.8544
1	6029	1.90762
1	6030	-1.79991
1	6031	-55.3524
1	6032	-0.053645
1	6033	0.767259
1	6034	-0.301293
1	6035	0.323355
1	6036	-0.498961
1	6037	0.674697
1	6038	-1.89743
1	6039	-1.97011
1	6040	-1.86626
1	6041	1.20385
1	6042	0.254698
1	6043	-1.56926
1	6044	2.00767
1	6045	-0.454756
1	6046	-0.553563
1	6047	1.29596
1	6048	3.13274
1	6049	-1.88252
1	6050	-3.02236
1	6051	0.390694
1	6052	0.0327736
1	6053	-10.6213
1	6054	2.96186
1	6055	7.03633
1	6056	-0.81674
1	6057	2.31828
1	6058	0.075143
1	6059	-0.133139
1	6060	-0.971475
1	6061	-0.360333
1	6062	-170.208
1	6063	-0.104134
1	6064	-2.96132
1	6065	6.50796
1	6066	-3.78863
1	6067	0.0839178
1	6068	2.60488
1	6069	-0.242489
1	6070	2.90014
1	6071	0.306535
1	6072	3.72492
1	6073	2.3396
1	6074	-4.65667
1	6075	6.75511
1	6076	0.151773
1	6077	-0.0394813
1	6078	1.51961
1	6079	-5.7024
1	6080	0.639287
1	6081	0.980843
1	6082	0.777254
1	6083	0.458407
1	6084	-15.9276
1	6085	0.477209
1	6086	0.827997
1	6087	-1.04091
1	6088	-0.347171
1	6089	0.110348
1	6090	0.735299
1	6091	2.19248
1	6092	0.265502
1	6093	-0.660601
1	6094	-0.121509
1	6095	-0.81006
1	6096	1.35413
1	6097	2.04918
1	6098	0.824804
1	6099	3.17966
1	6100	5.56138
1	6101	-0.331094
1	6102	-0.543327
1	6103	0.146412
1	6104	0.252501
1	6105	-0.954549
1	6106	-11.0131
1	6107	2.29974
1	6108	-5.8922
1	6109	1.1157
1	6110	0.429394
1	6111	0.512884
1	6112	0.526784
1	6113	0.990337
1	6114	-0.492713
1	6115	3.53601
1	6116	-1.9845
1	6117	1.64489
1	6118	0.758783
1	6119	0.393389
1	6120	-0.689862
1	6121	-1.19103
1	6122	1.26983
1	6123	2.19993
1	6124	0.674863
1	6125	-1.43245
1	6126	-4.81058
1	6127	2.21141
1	6128	-34.0832
1	6129	-7.13461
1	6130	0.0116254
1	6131	2.54686
1	6132	-1.54872
1	6133	3.15439
1	6134	-0.569822
1	6135	12.6171
1	6136	1.22135
1	6137	-0.0116882
1	6138	-0.00490091
1	6139	-0.702707
1	6140	-2.74966
1	6141	0.250028
1	6142	6.58417
1	6143	2.3066
1	6144	4.39872
1	6145	-9.69007
1	6146	-0.171667
1	6147	-51.0883
1	6148	-0.466837
1	6149	192.818
1	6150	3.43921
1	6151	1.82235
1	6152	1.8927
1	6153	-0.448813
1	6154	-3.57327
1	6155	1.20454
1	6156	0.603474
1	6157	-2.53393
1	6158	-0.560237
1	6159	-1.36615
1	6160	-0.152276
1	6161	-0.872046
1	6162	-0.634659
1	6163	-12.4642
1	6164	0.623732
1	6165	-1.22926
1	6166	-0.473309
1	6167	1.98131
1	6168	0.264109
1	6169	0.747373
1	6170	-0.478191
1	6171	2.88079
1	6172	-4.02586
1	6173	-2.514
1	6174	2.25476
1	6175	2.69901
1	6176	-0.52247
1	6177	-0.73877
1	6178	5.57491
1	6179	-0.57685
1	6180	-0.130832
1	6181	0.637673
1	6182	-0.245565
1	6183	0.305339
1	6184	-1.92026
1	6185	0.54878
1	6186	0.663189
1	6187	-3.77131
1	6188	-3.73034
1	6189	0.284336
1	6190	0.185286
1	6191	0.418283
1	6192	0.467358
1	6193	21.8867
1	6194	-3.37256
1	6195	0.0326034
1	6196	1.57541
1	6197	-0.226327
1	6198	-1.40921
1	6199	13.3086
1	6200	-0.690663
1	6201	-0.160767
1	6202	1.28272
1	6203	-0.180244
1	6204	-3.06995
1	6205	-0.07843
1	6206	2.10052
1	6207	-0.104772
1	6208	-3.35108
1	6209	0.332921
1	6210	2.07261
1	6211	0.365983
1	6212	-0.066147
1	6213	-2.98552
1	6214	0.461037
1	6215	2.91932
1	6216	0.0114158
1	6217	0.165734
1	6218	6.36212
1	6219	-1.43097
1	6220	16.9314
1	6221	9.10066
1	6222	0.887388
1	6223	0.805001
1	6224	-0.644326
1	6225	-3.56782
1	6226	-1.34397
1	6227	-4.40048
1	6228	13.9511
1	6229	-4.94838
1	6230	0.129126
1	6231	-1.4496
1	6232	-5.7239
1	6233	-3.43332
1	6234	0.197489
1	6235	2.12637
1	6236	1.523
1	6237	0.841174
1	6238	-36.4425
1	6239	-0.720083
1	6240	0.71575
1	6241	0.328526
1	6242	-0.55584
1	6243	0.220058
1	6244	2.28268
1	6245	-2.46265
1	6246	7.83183
1	6247	-0.471806
1	6248	-1.02151
1	6249	0.641935
1	6250	-0.503816
1	6251	1.25656
1	6252	-13.571
1	6253	0.0525878
1	6254	1.06453
1	6255	-0.640127
1	6256	1.35164
1	6257	2.67782
1	6258	-29.6838
1	6259	0.808661
1	6260	4.28228
1	6261	0.133782
1	6262	0.234498
1	6263	15.2757
1	6264	1.82159
1	6265	0.198651
1	6266	-1.82797
1	6267	-3.85636
1	6268	0.21666
1	6269	-2.17978
1	6270	3.31911
1	6271	19.27
1	6272	-0.166747
1	6273	-0.097011
1	6274	-0.468332
1	6275	3.3932
1	6276	4.40477
1	6277	-0.102665
1	6278	48.1022
1	6279	-0.426532
1	6280	3.21357
1	6281	-0.942259
1	6282	0.46396
1	6283	0.295759
1	6284	0.229087
1	6285	-26.7279
1	6286	1.81479
1	6287	0.826816
1	6288	-1.59677
1	6289	-0.988023
1	6290	-0.210914
1	6291	-1.40153
1	6292	-4.81324
1	6293	-0.126225
1	6294	-0.0107449
1	6295	-0.218219
1	6296	-0.346199
1	6297	0.351615
1	6298	0.921665
1	6299	-26.5491
1	6300	-1.82023
1	6301	-0.167149
1	6302	-0.889591
1	6303	0.363581
1	6304	-1.57011
1	6305	0.0848844
1	6306	14.6555
1	6307	0.104321
1	6308	0.114973
1	6309	-0.753799
1	6310	-1.5706
1	6311	-2.43719
1	6312	-0.266026
1	6313	-0.33048
1	6314	-0.554387
1	6315	0.850808
1	6316	1.62346
1	6317	2.93062
1	6318	-5.70932
1	6319	4.93017
1	6320	-0.0658829
1	6321	7.35521
1	6322	0.472444
1	6323	-1.10887
1	6324	-0.368777
1	6325	0.633153
1	6326	-9.89675
1	6327	0.39438
1	6328	0.351598
1	6329	-0.159426
1	6330	3.9269
1	6331	-0.0690384
1	6332	-2.62585
1	6333	-1.67523
1	6334	-0.901402
1	6335	-13.0459
1	6336	-0.0244329
1	6337	0.181434
1	6338	-1.58744
1	6339	-13.8092
1	6340	-2.20906
1	6341	-4.26088
1	6342	3.1474
1	6343	0.146844
1	6344	0.131878
1	6345	-0.375823
1	6346	0.324533
1	6347	0.0164573
1	6348	10.985
1	6349	-10.5129
1	6350	-1.44524
1	6351	-2.02045
1	6352	0.559012
1	6353	-1.21273
1	6354	1.49137
1	6355	-0.00262946
1	6356	-1.03778
1	6357	-1.00038
1	6358	2.46177
1	6359	-0.582205
1	6360	0.421267
1	6361	3.67476
1	6362	-0.199279
1	6363	-1.61653
1	6364	-0.075411
1	6365	-17.6934
1	6366	0.228612
1	6367	0.622129
1	6368	-0.577982
1	6369	1.56349
1	6370	-0.649306
1	6371	-0.405213
1	6372	-75.2769
1	6373	1.27449
1	6374	-7.52333
1	6375	-2.62648
1	6376	-0.361815
1	6377	3.11119
1	6378	-0.463425
1	6379	1.33905
1	6380	-0.423516
1	6381	-27.5994
1	6382	1.07515
1	6383	-0.991237
1	6384	0.180968
1	6385	-0.194933
1	6386	87.3308
1	6387	-0.455178
1	6388	2.26659
1	6389	-2.0861
1	6390	-2.43936
1	6391	-1.34242
1	6392	0.303191
1	6393	-332.773
1	6394	0.272012
1	6395	0.472108
1	6396	-2.72613
1	6397	-0.46612
1	6398	-2.9082
1	6399	-2.13638
1	6400	-42.2861
1	6401	1.04081
1	6402	-2.238
1	6403	-33.4808
1	6404	1.34315
1	6405	-0.128864
1	6406	-29.5004
1	6407	0.152882
1	6408	-2.51218
1	6409	-1.55846
1	6410	2.31851
1	6411	1.83481
1	6412	1.07254
1	6413	-6.33149
1	6414	-1.15462
1	6415	0.226543
1	6416	0.643262
1	6417	-2.37931
1	6418	-6.68253
1	6419	-0.343162
1	6420	0.616087
1	6421	1.4547
1	6422	0.461701
1	6423	-1.18449
1	6424	-8.61094
1	6425	2.59958
1	6426	0.105375
1	6427	-1.28042
1	6428	0.205642
1	6429	1.23522
1	6430	0.012248
1	6431	-1.11073
1	6432	0.221205
1	6433	-0.314707
1	6434	-0.443409
1	6435	-492.641
1	6436	-0.500081
1	6437	22.0299
1	6438	-1.13505
1	6439	-0.414033
1	6440	1.23158
1	6441	-2.30651
1	6442	0.0729433
1	6443	0.393885
1	6444	-0.101607
1	6445	-0.239804
1	6446	-0.142435
1	6447	0.588629
1	6448	9.29338
1	6449	-9.13132
1	6450	0.505294
1	6451	0.369467
1	6452	-0.529376
1	6453	0.182628
1	6454	-0.33044
1	6455	0.415549
1	6456	3.47819
1	6457	-0.409305
1	6458	-0.0959567
1	6459	-20.99
1	6460	-0.300352
1	6461	0.678813
1	6462	-0.770364
1	6463	1.40081
1	6464	0.386147
1	6465	-0.0611326
1	6466	5.38032
1	6467	0.369908
1	6468	1.27381
1	6469	-0.686751
1	6470	-3.99558
1	6471	-0.323082
1	6472	-0.72445
1	6473	-0.431558
1	6474	-5.9292
1	6475	0.725227
1	6476	0.591428
1	6477	0.0336163
1	6478	-0.452841
1	6479	-0.649224
1	6480	-0.44546
1	6481	-0.0757627
1	6482	-0.234368
1	6483	0.0299613
1	6484	0.551996
1	6485	1.03422
1	6486	1.38538
1	6487	-1.73573
1	6488	-0.806444
1	6489	1.75151
1	6490	0.219079
1	6491	6.61625
1	6492	-2.30193
1	6493	44.4021
1	6494	1.09555
1	6495	-2.6738
1	6496	-0.0364264
1	6497	-1.42781
1	6498	0.986529
1	6499	-5.42265
1	6500	2.02676
1	6501	2.89515
1	6502	-0.73771
1	6503	-7.2552
1	6504	0.359359
1	6505	-1.02767
1	6506	-6.6485
1	6507	0.351291
1	6508	0.569604
1	6509	-0.438846
1	6510	1.34318
1	6511	0.262058
1	6512	-0.365014
1	6513	1.84926
1	6514	-2.05653
1	6515	1.59383
1	6516	-2.16925
1	6517	1.84207
1	6518	3.78363
1	6519	1.21484
1	6520	0.605395
1	6521	0.000566284
1	6522	1.45753
1	6523	0.675134
